,SPANNER_SYS,QUERY_PROFILES_TOP_10MINUTE,,,VIEW,,,
,SPANNER_SYS,QUERY_PROFILES_TOP_HOUR,,,VIEW,,,
,SPANNER_SYS,QUERY_PROFILES_TOP_MINUTE,,,VIEW,,,
,SPANNER_SYS,QUERY_RECOMMENDATIONS,,,VIEW,,,
,SPANNER_SYS,QUERY_STATS_TOP_10MINUTE,,,VIEW,,,
,SPANNER_SYS,QUERY_STATS_TOP_HOUR,,,VIEW,,,
,SPANNER_SYS,QUERY_STATS_TOP_MINUTE,,,VIEW,,,
,SPANNER_SYS,QUERY_STATS_TOTAL_10MINUTE,,,VIEW,,,
,SPANNER_SYS,QUERY_STATS_TOTAL_HOUR,,,VIEW,,,
,SPANNER_SYS,QUERY_STATS_TOTAL_MINUTE,,,VIEW,,,
,SPANNER_SYS,READ_STATS_TOP_10MINUTE,,,VIEW,,,
,SPANNER_SYS,READ_STATS_TOP_HOUR,,,VIEW,,,
,SPANNER_SYS,READ_STATS_TOP_MINUTE,,,VIEW,,,
,SPANNER_SYS,READ_STATS_TOTAL_10MINUTE,,,VIEW,,,
,SPANNER_SYS,READ_STATS_TOTAL_HOUR,,,VIEW,,,
,SPANNER_SYS,READ_STATS_TOTAL_MINUTE,,,VIEW,,,
,SPANNER_SYS,ROW_DELETION_POLICIES,,,VIEW,,,
,SPANNER_SYS,SCHEMA_RECOMMENDATIONS,,,VIEW,,,
,SPANNER_SYS,SPLIT_HOTNESS_STATS_TOP_MINUTE,,,VIEW,,,
,SPANNER_SYS,SPLIT_STATS_TOP_MINUTE,,,VIEW,,,
,SPANNER_SYS,SUPPORTED_OPTIMIZER_VERSIONS,,,VIEW,,,
,SPANNER_SYS,TABLE_OPERATIONS_STATS_10MINUTE,,,VIEW,,,
,SPANNER_SYS,TABLE_OPERATIONS_STATS_HOUR,,,VIEW,,,
,SPANNER_SYS,TABLE_OPERATIONS_STATS_MINUTE,,,VIEW,,,
,SPANNER_SYS,TABLE_SIZES_STATS_1HOUR,,,VIEW,,,
,SPANNER_SYS,TABLE_SIZES_STATS_PER_LOCALITY_GROUP_1HOUR,,,VIEW,,,
,SPANNER_SYS,TASKS,,,VIEW,,,
,SPANNER_SYS,TXN_STATS_TOP_10MINUTE,,,VIEW,,,
,SPANNER_SYS,TXN_STATS_TOP_HOUR,,,VIEW,,,
,SPANNER_SYS,TXN_STATS_TOP_MINUTE,,,VIEW,,,
,SPANNER_SYS,TXN_STATS_TOTAL_10MINUTE,,,VIEW,,,
,SPANNER_SYS,TXN_STATS_TOTAL_HOUR,,,VIEW,,,
,SPANNER_SYS,TXN_STATS_TOTAL_MINUTE,,,VIEW,,,
,SPANNER_SYS,USER_SPLIT_POINTS,,,VIEW,,,
